Step,Disturbance,Output
151,0,0
152,1,0
153,3,0
154,3,0
155,4,-1.477053333333334
156,4,-1.488253333333334
157,6,-3.210450000000001
158,6,-3.229050000000001
159,4,-1.527293333333334
160,3,0
161,2,0
162,0,0
163,0,0
164,1,0
165,0,0
166,1,0
167,0,0
168,2,0
169,4,-1.536253333333334
170,5,-2.357818333333334
171,8,-5.307237500000001
172,8,-5.335297500000001
173,9,-6.49719625
174,10,-60
175,11,-60
176,11,-60
177,11,-60
178,9,-60
179,10,-60
180,10,-60
181,11,-60
182,11,-60
183,10,-60
184,11,-60
185,11,-60
186,9,-6.52586125
187,8,-5.422237500000002
188,8,-5.447077500000002
189,7,-4.414667500000001
190,6,-3.454300000000001
191,6,-3.472300000000001
192,6,-3.492100000000002
193,7,-4.496582500000002
194,6,-3.538600000000002
195,6,-3.554500000000002
196,7,-4.562157500000001
197,7,-4.582098750000002
198,8,-60
199,8,-60
200,8,-60
201,8,-60
202,5,-2.658643333333334
203,4,-1.827653333333334
204,3,0
205,2,0
206,3,0
207,6,-3.635000000000002
208,9,-60
209,10,-60
210,11,-60
211,11,-60
212,10,-60
213,10,-60
214,9,-60
215,7,-4.650200000000002
216,6,-3.678200000000002
217,4,-1.884533333333334
218,4,-1.893333333333334
219,5,-2.757508333333334
220,6,-3.734650000000002
221,8,-5.852107500000002
222,9,-60
223,10,-60
224,11,-60
225,12,-60
226,11,-60
227,11,-60
228,10,-8.308515000000002
229,8,-5.922372500000002
230,6,-3.845250000000002
231,5,-2.889808333333335
232,5,-2.902408333333335
233,6,-3.895650000000002
234,7,-4.928141250000002
235,7,-4.946201250000002
236,8,-6.076012500000003
237,8,-6.101312500000002
238,8,-6.133972500000002
239,8,-6.159732500000002
240,9,-7.38201375
241,10,-8.688635000000001
242,12,-10.656215
243,12,-10.704575
244,11,-9.78247
245,12,-10.78927
246,10,-8.909570000000002
247,10,-8.947270000000001
248,9,-7.706271250000001
249,8,-6.525777500000003
250,7,-5.428661250000003
251,5,-3.368743333333335
252,5,-3.382918333333335
253,6,-4.425950000000002
254,6,-4.445450000000003
255,5,-3.426388333333335
256,5,-3.442138333333335
257,5,-3.457888333333335
258,5,-3.470713333333335
259,5,-3.486913333333335
260,5,-3.502663333333335
261,7,-5.627428750000002
262,6,-4.582450000000002
263,6,-4.599550000000002
264,6,-4.618750000000003
265,5,-3.583708333333335
266,6,-4.652050000000003
267,5,-3.613228333333335
268,5,-3.625378333333335
269,6,-4.703150000000003
270,7,-5.796580000000002
271,8,-6.981580000000003
272,10,-60
273,9,-60
274,10,-60
275,10,-60
276,10,-60
277,9,-60
278,7,-5.849846250000003
279,6,-4.789950000000002
280,5,-3.742513333333335
281,5,-3.756688333333335
282,5,-3.771988333333335
283,6,-4.860350000000002
284,6,-4.879250000000003
285,7,-5.988521250000002
286,7,-6.012225000000003
287,8,-7.216410000000003
288,8,-7.243550000000003
289,8,-7.273910000000003
290,8,-7.301970000000003
291,9,-8.604257500000001
292,8,-7.372005000000003
293,10,-60
294,11,-60
295,12,-60
296,13,-60
297,13,-60
298,13,-60
299,12,-60
300,12,-60
301,12,-60
302,11,-60
303,11,-60
304,12,-60
305,12,-60
306,13,-60
307,14,-60
308,15,-60
309,15,-60
310,14,-60
311,14,-60
312,14,-60
313,12,-60
314,11,-10.98679
315,8,-7.446525000000002
316,5,-4.067458333333335
317,5,-4.082308333333335
318,4,-3.095853333333335
319,4,-3.105933333333335
320,4,-3.117453333333335
321,4,-3.127693333333335
322,4,-3.140973333333335
323,4,-3.150893333333334
324,3,0
325,3,0
326,3,0
327,2,0
328,2,0
329,2,0
330,2,0
331,5,-4.172488333333335
332,7,-60
333,7,-60
334,6,-60
335,5,-60
336,5,-60
337,7,-60
338,7,-6.425992500000001
339,9,-60
340,9,-60
341,9,-60
342,9,-60
343,9,-60
344,9,-60
345,9,-60
346,9,-60
347,8,-60
348,7,-60
349,6,-60
350,5,-60
351,4,-60
352,4,-60
353,4,-60
354,4,-60
355,3,-60
356,2,-60
357,3,-60
358,3,-60
359,3,-60
360,4,-60
361,5,-60
362,5,-4.207993333333333
363,6,-5.343300000000001
364,7,-60
365,8,-60
366,8,-60
367,10,-60
368,10,-60
369,9,-60
370,8,-60
371,9,-60
372,9,-60
373,9,-60
374,8,-60
375,8,-60
376,9,-60
377,8,-60
378,9,-60
379,9,-60
380,9,-60
381,8,-7.694695000000002
382,9,-60
383,13,-60
384,12,-60
385,3,0
386,-11,9.861379999999997
387,-17,15.688785
388,-17,15.761715
389,-19,17.765695
390,-18,16.878235
391,-18,16.963645
392,-18,17.031505
393,-16,15.188465
394,-16,15.245665
395,-15,14.344165
396,-13,12.47233
397,-10,9.633279999999997
398,-10,9.669679999999998
399,-11,10.676155
400,-11,10.720485
401,-10,9.802734999999998
402,-6,4.97785
403,-6,4.99675
404,-6,5.01625
405,-5,3.942358333333333
406,-4,2.968413333333333
407,-4,2.977213333333333
408,-4,2.986813333333333
409,-3,0
410,-3,0
411,-4,2.996093333333333
412,-4,3.005693333333332
413,-3,0
414,-4,3.014173333333332
415,-4,3.025213333333332
416,-4,3.037373333333333
417,-5,4.043428333333332
418,-6,5.16405
419,-7,6.299196249999999
420,-10,10.151135
421,-13,60
422,-12,60
423,-13,60
424,-13,60
425,-13,60
426,-13,60
427,-13,60
428,-13,60
429,-13,60
430,-13,60
431,-12,60
432,-13,60
433,-12,60
434,-14,60
435,-14,60
436,-13,60
437,-13,60
438,-13,60
439,-10,10.187535
440,-7,6.394065
441,-4,3.167093333333333
442,-4,3.177333333333333
443,-4,3.186613333333333
444,-4,3.195413333333333
445,-5,4.221448333333333
446,-5,4.234723333333333
447,-6,5.3766
448,-7,6.52242
449,-8,7.760820000000001
450,-8,7.78658
451,-9,9.110549999999998
452,-9,9.141419999999998
453,-10,60
454,-10,60
455,-10,60
456,-10,10.56356
457,-9,9.219942499999998
458,-7,6.72855125
459,-7,6.749621250000001
460,-8,7.9978925
461,-9,9.337848749999999
462,-10,10.757715
463,-11,60
464,-12,60
465,-13,60
466,-14,60
467,-14,60
468,-14,60
469,-15,60
470,-14,60
471,-13,60
472,-13,13.693485
473,-13,13.745875
474,-10,10.906175
475,-10,10.948425
476,-11,11.948465
477,-10,11.034615
478,-9,9.666026249999998
479,-9,9.696344999999997
480,-6,5.976299999999999
481,-6,5.9967
482,-4,3.743013333333332
483,-3,0
484,-4,3.753893333333332
485,-5,4.850863333333331
486,-7,7.244174999999998
487,-8,8.526029999999999
488,-8,8.555469999999998
489,-8,8.583069999999999
490,-9,9.960087499999997
491,-9,9.993162499999997
492,-10,60
493,-11,60
494,-11,60
495,-10,60
496,-9,10.0328525
497,-9,10.06206875
498,-8,8.748382499999998
499,-9,10.1345275
500,-9,10.17256375
501,-9,60
502,-11,60
503,-10,60
504,-11,60
505,-10,60
506,-9,10.20122875
507,-6,6.389349999999999
508,-5,5.177473333333332
509,-5,5.194798333333331
510,-4,4.081373333333332
511,-5,5.223328333333331
512,-4,4.107213333333331
513,-5,5.250823333333331
514,-6,6.504099999999998
515,-7,7.741254999999999
516,-7,7.763453749999998
517,-10,11.925115
518,-10,11.958915
519,-11,12.960385
520,-13,14.932775
521,-14,15.94282499999999
522,-16,17.92210499999999
523,-18,19.926345
524,-19,20.9765
525,-17,19.123905
526,-16,18.229425
527,-15,17.3328
528,-8,9.666600000000001
529,-7,8.359003749999999
530,-6,7.12555
531,-6,7.142050000000001
532,-6,7.16605
533,-6,7.182849999999999
534,-5,5.896573333333332
535,-4,4.705653333333332
536,-3,0
537,-3,0
538,-2,0
539,-1,0
540,-2,0
541,-2,0
542,-2,0
543,-2,0
544,-2,0
545,-2,0
546,-2,0
547,-1,0
548,0,0
549,0,0
550,1,0
551,1,0
552,2,0
553,3,0
554,4,-0.8493333333333354
555,8,-4.300930000000004
556,9,-5.399228750000002
557,8,-4.365042500000004
558,9,-5.46807375
559,9,-60
560,9,-60
561,9,-60
562,9,-5.497841250000002
563,4,-0.9698533333333359
564,2,0
565,1,0
566,1,0
567,1,0
568,3,0
569,3,0
570,3,0
571,3,0
572,3,0
573,4,-0.9791333333333359
574,4,-0.9876133333333355
575,5,-1.736098333333335
576,6,-2.603650000000003
577,7,-3.540370000000004
578,7,-3.569341250000003
579,7,-3.589282500000005
580,8,-4.619365000000005
581,8,-4.649265000000003
582,9,-60
583,9,-60
584,10,-60
585,9,-60
586,8,-60
587,8,-4.681925000000007
588,7,-3.697158750000004
589,5,-1.920463333333337
590,6,-2.804000000000005
591,7,-3.754993750000005
592,8,-60
593,8,-60
594,9,-60
595,9,-60
596,9,-60
597,8,-60
598,7,-3.777568750000006
599,5,-1.988458333333337
600,4,-1.233533333333337
601,4,-1.242333333333337
602,4,-1.252893333333337
603,5,-2.035663333333338
604,6,-2.930200000000005
605,8,-4.913650000000007
606,10,-60
607,10,-60
608,12,-60
609,12,-60
610,12,-60
611,12,-60
612,10,-60
613,9,-6.051908750000005
614,6,-2.999450000000006
615,4,-1.343613333333337
616,6,-3.029350000000005
617,5,-2.152798333333338
618,8,-5.046647500000004
619,9,-6.185311250000002
620,10,-60
621,10,-60
622,12,-60
623,12,-60
624,11,-60
625,8,-5.105757500000005
626,7,-4.097488750000003
627,5,-2.255848333333335
628,6,-3.174850000000003
629,5,-2.283298333333335
630,6,-3.210450000000003
631,6,-3.229050000000003
632,7,-4.220576250000004
633,8,-5.289642500000006
634,7,-4.272391250000005
635,8,-5.345532500000005
636,9,-6.511957500000004
637,9,-6.543930000000004
638,10,-7.793390000000004
639,9,-6.610141250000003
640,9,-60
641,9,-60
642,9,-60
643,10,-60
644,8,-5.500897500000002
645,4,-1.713213333333335
646,1,0
647,1,0
648,1,0
649,-3,0
650,-3,0
651,-4,3.842253333333332
652,-2,0
653,-1,0
654,-1,0
655,0,0
656,-1,0
657,-2,0
658,-2,0
659,-2,0
660,-1,0
661,0,0
662,0,0
663,-1,0
664,-2,0
665,-3,0
666,-2,0
667,-3,0
668,-2,0
669,-2,0
670,-2,0
671,-3,0
672,-3,0
673,-2,0
674,-3,0
675,-2,0
676,-2,0
677,-2,0
678,-2,0
679,-2,0
680,-3,0
681,-3,0
682,-3,0
683,-3,0
684,-3,0
685,-3,0
686,-4,3.850733333333332
687,-3,0
688,-4,3.860173333333331
689,-4,3.868653333333332
690,-3,0
691,-4,3.879213333333332
692,-4,3.888333333333332
693,-4,3.900813333333332
694,-3,0
695,-3,0
696,-3,0
697,-4,3.912013333333332
698,-4,3.920813333333331
699,-4,3.930413333333332
700,-4,3.940813333333332
701,-4,3.950253333333333
702,-6,6.292149999999999
703,-4,3.975693333333332
704,-2,0
705,-1,0
706,0,0
707,1,0
708,2,0
709,3,0
710,3,-60
711,0,0
712,-1,0
713,-1,0
714,0,0
715,-1,0
716,-2,60
717,-1,0
718,-1,0
719,-2,60
720,-1,0
721,-1,0
722,-2,60
723,-2,60
724,-1,60
725,0,0
726,0,0
727,0,0
728,-2,60
729,-1,60
730,-1,60
731,-1,0
732,0,0
733,-1,60
734,0,0
735,-1,60
736,-1,0
737,-1,0
738,-1,0
739,-2,60
740,-1,0
741,-1,0
742,-1,0
743,-1,0
744,-1,0
745,-1,0
746,-2,60
747,-1,0
748,-1,0
749,-2,60
750,-3,0
