Step,Disturbance,Output
137,-8,8.171485000000001
138,-8,8.199545000000001
139,-9,9.55099875
140,-9,9.58407375
141,-9,9.61825125
142,-8,8.324377500000001
143,-8,8.3519775
144,-7,7.128236250000001
145,-6,5.977350000000001
146,-6,6.001050000000001
147,-6,6.019050000000001
148,-5,4.847128333333334
149,-5,4.859278333333334
150,-3,0
151,-2,0
152,-2,0
153,-2,0
154,-2,0
155,-2,0
156,-3,0
157,-4,3.781853333333334
158,-3,0
159,-2,0
160,-3,0
161,-4,3.789053333333334
162,-3,0
163,-5,4.886143333333334
164,-5,4.897843333333334
165,-5,4.910218333333334
166,-6,6.128350000000001
167,-4,3.845133333333334
168,-4,3.855693333333334
169,-5,4.964938333333334
170,-4,3.877533333333334
171,-4,3.887773333333334
172,-2,0
173,-3,0
174,-2,0
175,-2,0
176,-2,0
177,0,0
178,-1,0
179,0,0
180,0,0
181,1,0
182,2,0
183,1,0
184,2,0
185,1,0
186,2,0
187,2,0
188,1,0
189,-1,0
190,-1,0
191,0,0
192,-2,0
193,-2,0
194,-2,0
195,-2,0
196,-2,0
197,-3,0
198,-3,0
199,-3,0
200,-4,3.895293333333334
201,-3,0
202,-3,0
203,-2,0
204,-2,0
205,-2,0
206,-2,0
207,0,0
208,1,0
209,1,0
210,2,0
211,3,0
212,5,-2.481478333333333
213,6,-90
214,8,-90
215,8,-90
216,8,-90
217,9,-90
218,8,-90
219,7,-90
220,7,-90
221,5,-2.490928333333333
222,3,0
223,2,0
224,1,0
225,0,0
226,2,0
227,2,0
228,3,0
229,3,0
230,3,0
231,3,0
232,4,-1.674413333333333
233,5,-2.510998333333333
234,7,-90
235,8,-90
236,8,-90
237,9,-90
238,8,-90
239,9,-90
240,9,-90
241,8,-90
242,7,-90
243,6,-90
244,6,-90
245,5,-2.521123333333333
246,1,0
247,1,0
248,-1,0
249,0,0
250,1,0
251,3,0
252,4,-1.702533333333333
253,5,-2.542183333333332
254,6,-3.492699999999999
255,8,-90
256,7,-90
257,8,-90
258,8,-90
259,9,-90
260,8,-90
261,7,-4.4912075
262,4,-1.747973333333333
263,2,0
264,2,0
265,2,0
266,2,0
267,3,0
268,4,-1.754533333333332
269,3,0
270,4,-1.762053333333332
271,5,-2.606443333333332
272,5,-2.618818333333332
273,6,-3.581749999999999
274,6,-3.597649999999999
275,6,-3.614449999999999
276,7,-4.63262375
277,6,-3.656149999999999
278,5,-2.717368333333332
279,5,-2.730868333333333
280,5,-2.743918333333332
281,5,-2.757193333333332
282,5,-2.770018333333333
283,5,-2.782618333333332
284,4,-1.937693333333332
285,4,-1.947613333333333
286,5,-2.819473333333332
287,5,-2.832073333333332
288,5,-2.846698333333332
289,5,-2.861773333333332
290,4,-2.007253333333332
291,5,-2.884993333333332
292,5,-2.898718333333332
293,5,-2.916043333333332
294,6,-90
295,7,-90
296,6,-3.9078
297,6,-3.9261
298,2,0
299,0,0
300,0,0
301,1,0
302,2,0
303,2,0
304,3,0
305,4,-2.080453333333332
306,5,-2.965543333333332
307,6,-3.964299999999999
308,6,-3.981099999999999
309,7,-90
310,8,-90
311,8,-90
312,9,-90
313,8,-90
314,8,-90
315,5,-3.005548333333332
316,4,-2.135853333333332
317,2,0
318,2,0
319,2,0
320,1,0
321,2,0
322,2,0
323,2,0
324,2,0
325,2,0
326,2,0
327,3,0
328,4,-2.142253333333332
329,6,-4.030049999999999
330,9,-90
331,9,-90
332,10,-90
333,10,-90
334,10,-90
335,10,-90
336,9,-90
337,9,-90
338,10,-90
339,9,-90
340,9,-90
341,10,-90
342,10,-90
343,9,-90
344,10,-90
345,10,-90
346,10,-90
347,9,-90
348,9,-90
349,10,-90
350,9,-90
351,8,-90
352,6,-4.042349999999999
353,5,-3.063148333333332
354,2,0
355,0,0
356,0,0
357,0,0
358,1,0
359,1,0
360,0,0
361,0,0
362,-1,0
363,-1,0
364,-1,0
365,-2,0
366,-1,0
367,-1,0
368,-1,0
369,-1,0
370,-2,0
371,-2,0
372,-1,0
373,-1,0
374,0,0
375,1,0
376,1,0
