Step,Disturbance,Output
305,8,-60
306,8,-60
307,8,-60
308,8,-60
309,6,-4.566781818181817
310,6,-4.7687
311,6,-4.7864
312,8,-60
313,10,-60
314,11,-60
315,11,-60
316,12,-60
317,10,-60
318,11,-60
319,11,-60
320,12,-60
321,11,-60
322,12,-60
323,13,-60
324,14,-60
325,14,-60
326,16,-60
327,15,-60
328,14,-60
329,13,-60
330,10,-8.577955555555562
331,8,-6.100772413793101
332,5,-3.560600000000018
333,5,-4.077349999999999
334,5,-4.093349999999999
335,5,-4.111099999999999
336,5,-4.126099999999999
337,4,-3.203713698630137
338,4,-3.3533
339,4,-3.366099999999999
340,4,-3.376499999999999
341,3,0
342,3,0
343,2,0
344,2,0
345,1,0
346,1,0
347,2,0
348,3,0
349,4,-60
350,4,-60
