Step,Disturbance,Output
133,-2,0
134,-3,0
135,-2,0
136,-2,0
137,-1,0
138,-1,0
139,-1,0
140,-3,0
141,-2,0
142,-3,0
143,-3,0
144,-3,0
145,-2,0
146,-3,0
147,-2,0
148,-1,0
149,-1,0
150,1,0
151,2,0
152,4,-3.192776712328761
153,4,-1.9709
154,4,-1.983300000000001
155,4,-1.994900000000001
156,4,-2.009100000000001
157,4,-2.0227
158,3,0
159,3,0
160,3,0
161,2,0
162,2,0
163,0,0
164,0,0
165,0,0
166,0,0
167,1,0
168,1,0
169,1,0
170,1,0
171,2,0
172,1,0
173,3,0
174,4,-2.036500000000001
175,5,-3.041807692307695
176,8,-5.847223076923082
177,10,-90
178,10,-90
179,10,-90
180,12,-90
181,11,-90
182,10,-90
183,7,-4.311328571428576
184,5,-2.559572413793103
185,2,0
186,1,0
187,2,0
188,3,0
189,4,-1.973272463768119
190,7,-4.971271428571429
191,9,-90
192,11,-90
193,11,-90
194,11,-90
195,11,-90
196,11,-90
197,10,-90
198,9,-90
199,6,-3.618472463768119
200,4,-1.817457142857139
201,2,0
202,3,0
203,3,0
204,5,-3.140603731343288
205,8,-5.931791379310333
206,9,-90
207,10,-90
208,11,-90
209,11,-90
210,8,-5.442150000000002
211,4,-1.684721428571432
212,2,0
213,1,0
214,2,0
215,3,0
216,4,-2.267350000000001
217,4,-2.282750000000001
218,5,-3.266991525423732
219,6,-4.050470129870131
220,6,-3.940700000000001
221,8,-5.878800000000001
222,7,-4.603731818181819
223,8,-5.781163793103449
224,7,-4.711750000000001
225,6,-3.878411403508775
226,4,-2.13251666666667
227,2,0
228,2,0
229,2,0
230,3,0
231,3,0
232,2,0
233,3,0
234,3,0
235,4,-2.477450000000001
236,4,-2.490050000000001
237,5,-3.482621428571427
238,4,-2.349383333333331
239,4,-2.529050000000002
240,4,-2.539850000000001
241,4,-2.550450000000001
242,4,-2.562850000000001
243,4,-2.573650000000001
244,4,-2.586450000000001
245,6,-4.5486775862069
246,7,-5.171207142857144
247,8,-6.035135185185186
248,9,-90
249,11,-90
250,10,-90
251,11,-90
252,9,-90
253,7,-4.921534848484847
254,5,-3.14881694915255
255,4,-2.509720754716979
256,3,0
257,3,0
258,4,-2.711200000000001
259,4,-2.721600000000001
260,5,-3.717168181818184
261,4,-2.633102380952381
262,4,-2.762950000000001
263,5,-3.752638596491233
264,4,-2.62253333333333
265,5,-3.778888596491222
266,6,-4.569077536231887
267,7,-5.411816666666671
268,9,-7.239820370370357
269,11,-90
270,12,-90
271,13,-90
272,13,-90
273,12,-90
274,12,-90
275,11,-90
276,12,-90
277,13,-90
278,13,-90
279,15,-90
280,15,-90
281,16,-90
282,16,-90
283,12,-90
284,9,-6.896000000000002
285,6,-3.986784210526305
286,3,0
287,2,0
288,3,0
289,3,0
290,2,0
291,2,0
292,2,0
293,2,0
294,2,0
295,2,0
296,2,0
297,2,0
298,1,0
299,2,0
300,3,0
301,6,-4.533500000000003
302,9,-90
303,8,-90
304,6,-90
305,6,-90
306,9,-90
307,11,-90
308,10,-8.419737704918035
309,11,-90
310,11,-90
311,10,-90
312,10,-90
313,9,-90
314,8,-90
315,7,-90
316,6,-90
317,6,-90
318,6,-90
319,8,-90
320,8,-90
321,10,-90
322,8,-5.877100000000002
323,7,-5.268822463768124
324,11,-90
325,12,-90
326,13,-90
327,15,-90
328,15,-90
329,11,-90
330,13,-90
331,11,-90
332,11,-90
333,15,-90
334,12,-90
335,11,-90
336,8,-6.395600000000004
337,11,-90
338,12,-90
339,-1,0
340,-10,11.64818846153848
341,-9,7.253259677419355
342,-10,8.404780158730158
343,-13,11.05424117647058
344,-13,10.7364
345,-13,10.77605
346,-12,9.827231818181829
347,-10,8.086672807017534
348,-10,8.477549999999997
349,-10,8.507049999999998
350,-9,7.564108474576273
351,-9,7.759249999999998
352,-9,7.784449999999998
353,-8,6.820864814814807
354,-8,7.026449999999999
355,-8,7.056049999999997
356,-8,7.081649999999998
357,-9,8.068730158730151
358,-9,7.935649999999998
359,-10,8.918403731343281
360,-9,7.826208474576273
361,-10,8.982046153846156
362,-8,6.930419354838714
363,-6,5.298829629629617
364,-5,4.704628571428572
365,-3,0
366,-1,0
367,0,0
368,-1,0
369,-1,0
370,-1,0
371,-1,0
372,0,0
373,0,0
374,0,0
375,-2,0
376,-2,0
377,-1,0
378,-2,0
379,-2,0
380,-2,0
381,2,0
382,3,0
383,5,-4.916514285714259
384,6,-90
385,5,-90
386,2,0
387,2,0
388,2,0
389,2,0
